title,score,categorias
naomi and ely's no kiss list,3.6,"comedy,drama,others"
john mulaney: the comeback kid,3.6,comedy
manson family vacation,3.5,"comedy,drama,others"
walt disney animation studios short films collection,3.5,"comedy,drama,others"
results,3.5,"comedy,others"
anthony jeselnik: thoughts and prayers,3.5,comedy
beasts of no nation,3.6,"drama,others"
circle,3.5,"drama,science fiction,action,others"
winter on fire: ukraine's fight for freedom,3.5,"documentaries,others"
anjelah johnson: not fancy,3.5,comedy
keith richards: under the influence,3.5,"documentaries,music"
cowspiracy: the sustainability secret,3.6,documentaries
6 years,3.5,"drama,others"
demetri martin: live (at the time),3.6,comedy
tig,3.5,"comedy,documentaries"
creep,3.6,"thriller,others"
chris tucker live,3.5,comedy
ralphie may: imperfectly yours,3.5,comedy
"what happened, miss simone?",3.6,"documentaries,music"
advantageous,3.6,"drama,science fiction,action,others"
the perfect dictatorship,3.5,"comedy,drama,others"
hot girls wanted,3.5,documentaries
jen kirkman: i'm gonna die alone (and i feel fine),3.5,comedy
the other one: the long strange trip of bob weir,3.5,"documentaries,music"
chris d'elia: incorrigible,3.5,comedy
aziz ansari live at madison square garden,3.6,comedy
my own man,3.6,documentaries
ralphie may: unruly,3.5,comedy
virunga: gorillas in peril,3.5,documentaries
iliza shlesinger: freezing hot,3.6,comedy
bojack horseman christmas special: sabrina's christmas wish,3.5,others
bill burr: i'm sorry you feel that way,3.5,comedy
chelsea peretti: one of the greats,3.5,comedy
virunga,3.5,"documentaries,others"
e-team,3.5,documentaries
wyatt cenac: brooklyn,3.5,comedy
chelsea handler: uganda be kidding me live,3.6,comedy
print the legend,3.5,documentaries
mission blue,3.5,documentaries
the battered bastards of baseball,3.5,"documentaries,others"
from one second to the next,3.5,documentaries
mitt,3.6,documentaries
the square,3.5,"documentaries,others"
shrek the musical,3.6,"comedy,drama,others,music"
the short game,3.5,"comedy,drama,documentaries,others"
aziz ansari: buried alive,3.5,comedy
being elmo: a puppeteer's journey,3.5,documentaries
a stoning in fulham county,3.5,drama
adam: his song continues,3.6,drama
hard lessons,3.6,drama
in defense of a married man,3.4,drama
quiet victory: the charlie wedemeyer story,3.5,"drama,documentaries,others"
strange voices,3.5,drama
the ryan white story,3.6,drama
too young the hero,3.6,drama
triumph of the heart,3.6,"drama,documentaries,others"
unspeakable acts,3.6,drama
victim of beauty,3.5,"drama,thriller"
joseph: king of dreams,3.6,"comedy,drama,others,music"
even the rain,3.6,"drama,others"
splatter,3.5,"thriller,others"
just another love story,3.6,"drama,others"
to and from new york,3.6,"drama,thriller,others"
9,3.5,"comedy,drama,science fiction,action,others"
21,3.5,drama
187,3.5,drama
706,3.5,"thriller,others"
1920,3.5,"thriller,others"
oct-01,3.6,"drama,thriller,others"
22-jul,3.7,"drama,thriller"
15-aug,3.6,"comedy,drama,others"
'89,3.6,"documentaries,others"
​goli soda 2,3.5,"comedy,drama,science fiction,action,others"
​maj rati ​​keteki,3.5,"drama,others"
​mayurakshi,3.4,"drama,others"
(t)error,3.6,documentaries
#cats_the_mewvie,3.5,"documentaries,others"
#roxy,3.6,"comedy,drama,others"
ég man þig,3.6,"thriller,others"
çok filim hareketler bunlar,3.5,"comedy,others"
æon flux,3.5,"comedy,drama,science fiction,action"
1 chance 2 dance,3.5,"drama,others"
1 mile to you,3.6,"drama,documentaries,others"
"10,000 b.c.",3.5,"comedy,science fiction,action"
100 days of solitude,3.6,"documentaries,others"
100 years: one woman's fight for justice,3.5,documentaries
12 round gun,3.6,"drama,documentaries,others"
13 cameras,3.6,"thriller,others"
13 sins,3.5,"thriller,others"
13th: a conversation with oprah winfrey & ava duvernay,3.6,others
14 blades,3.4,"comedy,science fiction,action,others"
14 cameras,3.5,"thriller,others"
16 blocks,3.5,"comedy,science fiction,action"
17 again,3.5,comedy
1br,3.5,"thriller,others"
1st summoning,3.5,"thriller,others"
20 feet from stardom,3.6,"documentaries,music"
2015 dream concert,3.4,"others,music"
2036 origin unknown,3.5,"drama,science fiction,action"
20th century women,3.6,"drama,others"
21 & over,3.5,comedy
2307: winter's dream,3.5,"comedy,drama,science fiction,action,others"
24 hours to live,3.5,"comedy,science fiction,action"
"27, el club de los malditos",3.6,"comedy,science fiction,action,others"
27: gone too soon,3.6,documentaries
28 days,3.6,"comedy,drama"
3 deewarein,3.6,"drama,thriller,others"
3 generations,3.5,"drama,others"
3 heroines,3.6,"drama,documentaries,others"
3 seconds divorce,3.6,"documentaries,music"
30 days of luxury,3.5,"comedy,others"
30 minutes or less,3.5,"comedy,science fiction,action"
300 miles to heaven,3.5,"drama,others"
42 grams,3.6,documentaries
4th man out,3.6,"comedy,others"
5 cowok jagoan,3.5,"comedy,science fiction,action,others"
5 to 7,3.4,"comedy,drama,others"
50 first dates,3.5,"comedy,drama,others"
50/50,3.6,"comedy,drama,others"
5cm,3.5,"drama,others"
6 days,3.6,"comedy,drama,science fiction,action,others"
6-5=2,3.6,"thriller,others"
68 kill,3.5,"comedy,thriller,others"
7 din mohabbat in,3.6,"comedy,others,music"
a bad moms christmas,3.6,comedy
a billion colour story,3.5,"drama,others"
a boy called po,3.5,"drama,science fiction,action"
a bridge too far,3.5,"comedy,drama,science fiction,action,others"
a clockwork orange,3.6,"drama,thriller,others"
a dangerous woman,3.5,"drama,others"
a family affair,3.5,"documentaries,others"
a family man,3.5,drama
a flying jatt,3.5,"comedy,drama,science fiction,action,others"
a glimpse inside the mind of charles swan iii,3.5,"comedy,others"
a gray state,3.6,documentaries
a haunted house,3.5,"comedy,thriller,others"
a haunting at silver falls: the return,3.5,"thriller,others"
a holiday engagement,3.6,"comedy,drama,others"
a kind of murder,3.6,thriller
a leaf of faith,3.5,documentaries
a mission in an old movie,3.5,"comedy,others"
a most violent year,3.5,"drama,thriller"
a murder in the park,3.6,documentaries
a new capitalism,3.6,"documentaries,others"
a night at the roxbury,3.5,"comedy,thriller,others"
a noble intention,3.6,"drama,others"
a patch of fog,3.6,"drama,thriller"
a perfect man,3.6,"drama,others"
a princess for christmas,3.5,"comedy,drama,others"
a russell peters christmas,3.5,comedy
a scandall,3.5,"thriller,others"
a separation,3.5,"drama,others"
a serious man,3.5,"comedy,others"
a sort of homecoming,3.5,"drama,others"
a tale of love and darkness,3.5,"drama,others"
a thin line between love & hate,3.5,"comedy,drama,others"
a thousand words,3.5,comedy
a walk to remember,3.5,"drama,others"
a wednesday,3.6,"comedy,drama,science fiction,action,others"
a week in watts,3.5,documentaries
a wrinkle in time,3.5,"comedy,drama,others"
a.m.i.,3.5,"thriller,others"
a.x.l.,3.5,"comedy,drama,science fiction,action,others"
aşk tesadüfleri sever,3.5,"drama,others"
aadu 2,3.6,"comedy,others"
aajcha divas majha,3.7,"comedy,drama,others"
aarakshan,3.5,"drama,others"
aashayein,3.5,"drama,others"
aata pita,3.6,"comedy,drama,others"
abby sen,3.5,"comedy,drama,others"
abdo mota,3.5,"comedy,drama,science fiction,action,others"
abhinetri,3.5,"comedy,drama,science fiction,action,others"
abominable christmas,3.5,"comedy,drama,others"
about a boy,3.6,"comedy,drama,others"
abzurdah,3.5,"drama,others"
acapulco la vida va,3.5,"comedy,drama,others"
across the line,3.5,"drama,documentaries,others"
across the universe,3.5,"drama,others,music"
act of valor,3.6,"comedy,science fiction,action"
act of vengeance,3.6,"comedy,science fiction,action,others"
acts of violence,3.5,"comedy,science fiction,action"
addicted to life,3.6,"comedy,science fiction,documentaries,action,others"
adore,3.6,"drama,others"
adrishya,3.6,"thriller,others"
adventures in public school,3.5,comedy
after porn ends,3.6,documentaries
after porn ends 3,3.5,documentaries
afterschool,3.6,"drama,others"
aftershock,3.5,"comedy,science fiction,thriller,action,others"
agatha and the truth of murder,3.6,drama
ahista ahista,3.5,"drama,others"
ai weiwei: never sorry,3.6,documentaries
aisa yeh jahaan,3.5,"drama,others"
aitraaz,3.5,"drama,others,music"
alarmoty in the land of fire,3.5,"comedy,others"
albion: the enchanted stallion,3.4,"comedy,drama,others"
alejandro sanz: what i was is what i am,3.6,"documentaries,others,music"
alice doesn't live here anymore,3.6,"comedy,drama,others"
alien contact: outer space,3.6,documentaries
aliens ate my homework,3.6,"comedy,drama,science fiction,action,others"
alive and kicking,3.5,documentaries
all about nina,3.5,"comedy,drama,others"
all dogs go to heaven,3.6,"comedy,drama,others"
all good ones get away,3.6,"thriller,others"
all hallows' eve,3.5,"comedy,drama,others"
all light will end,3.5,"thriller,others"
all the boys love mandy lane,3.6,"thriller,others"
all the devil's men,3.6,"comedy,science fiction,action"
alone in berlin,3.5,drama
along came a spider,3.6,thriller
alpha and omega 2: a howl-iday adventure,3.5,"comedy,drama,others"
alpha and omega: the legend of the saw tooth cave,3.6,"comedy,drama,others"
alphago,3.6,documentaries
always a bridesmaid,3.6,"comedy,drama,others"
amar akbar & tony,3.6,"comedy,drama,others"
amar akbar anthony,3.6,"comedy,science fiction,action,others"
amar's hands,3.6,"drama,others"
american anarchist,3.5,documentaries
american assassin,3.5,"comedy,science fiction,action"
american beauty,3.6,drama
american circumcision,3.5,documentaries
american experience: ruby ridge,3.6,documentaries
american experience: the island murder,3.6,documentaries
american hangman,3.6,thriller
american heist,3.5,"comedy,drama,science fiction,action"
american history x,3.5,drama
american honey,3.5,"drama,others"
american masters: ted williams,3.5,"documentaries,others"
american psycho,3.4,"comedy,drama,thriller,others"
american warfighter,3.5,drama
amy,3.5,"documentaries,others,music"
an american in madras,3.5,"documentaries,others"
an american tail,3.6,"comedy,drama,others"
an american tail: fievel goes west,3.5,"comedy,drama,others"
an american tail: the mystery of the night monster,3.5,"comedy,drama,others"
an american tail: the treasures of manhattan island,3.6,"comedy,drama,others"
an hour and a half,3.5,"drama,others"
an interview with god,3.5,"drama,music"
an upper egyptian,3.5,"comedy,drama,others"
anarkali of aarah,3.5,"drama,others"
anchor and hope,3.6,"comedy,drama,others"
anesthesia,3.6,"drama,others"
angel eyes,3.5,"drama,others"
anger management,3.5,comedy
angry indian goddesses,3.5,"drama,others"
ankur arora murder case,3.5,"drama,thriller,others"
annabelle hooper and the ghosts of nantucket,3.6,"comedy,drama,others"
another forever,3.5,"drama,others"
ant-man and the wasp,3.4,"comedy,drama,science fiction,action"
antar: son of shadad,3.5,"comedy,others"
antariksha ke rakhwale,3.6,"comedy,drama,others"
antidote,3.5,"comedy,science fiction,thriller,action,others"
anwar,3.5,"drama,others"
apache warrior,3.5,documentaries
apex: the story of the hypercar,3.6,documentaries
apollo 18,3.5,"drama,science fiction,thriller,action,others"
april and the extraordinary world,3.5,"comedy,science fiction,action,others"
"aram, aram",3.5,"drama,others"
are we done yet?,3.6,"comedy,drama,others"
arisan 2,3.5,"comedy,drama,others"
arthur,3.5,"comedy,drama,others"
arthur christmas,3.5,"comedy,drama,others"
"as above, so below",3.5,"thriller,others"
as good as it gets,3.5,"comedy,drama,others"
assimilate,3.5,"drama,science fiction,thriller,action,others"
asura: the city of madness,3.5,"comedy,drama,science fiction,action,others"
at all costs,3.5,"documentaries,others"
at first light,3.5,"drama,science fiction,action"
atm,3.5,"comedy,drama,others"
attacking the devil: harold evans and the last nazi war crime,3.5,"documentaries,others"
attitude test,3.5,"comedy,others"
auschwitz: blueprints of genocide,3.5,documentaries
automata,3.5,"drama,science fiction,thriller,action,others"
avengers: infinity war,3.5,"comedy,drama,science fiction,action"
avicii: true stories,3.5,"documentaries,others,music"
azhar,3.5,"drama,documentaries,others"
b.a. pass,3.6,"drama,others"
babam ve oğlum,3.5,"drama,others"
babel,3.6,"drama,others"
bachelor girls,3.5,"documentaries,others"
back and forth,3.5,"comedy,drama,others"
backcountry,3.5,"thriller,others"
backfire,3.6,"drama,thriller,others"
backtrack,3.6,"drama,thriller"
bad boys,3.6,"comedy,science fiction,action"
bad boys ii,3.6,"comedy,science fiction,action"
bad match,3.5,thriller
bad rap,3.6,"documentaries,music"
badha,3.6,"drama,others"
badland,3.5,drama
balto,3.5,"comedy,drama,others"
balto 2: wolf quest,3.5,"comedy,drama,others"
balto 3: wings of change,3.5,"comedy,drama,others"
balu mahi,3.5,"drama,others"
bana masal anlatma,3.5,"comedy,drama,others"
band aid,3.5,"comedy,drama,others"
band of robbers,3.5,"comedy,science fiction,action,others"
bang rajan 2,3.5,"comedy,science fiction,action,others"
bangkok hell,3.6,"drama,others"
bangkok traffic (love) story,3.6,"comedy,drama,others"
barça dreams,3.6,"documentaries,others"
barah aana,3.5,"drama,others"
barbecue,3.6,"documentaries,others"
barbie & her sisters in a pony tale,3.6,"comedy,drama,others"
barbie in a mermaid tale,3.5,"comedy,drama,others"
barbie in princess power,3.5,"comedy,drama,others"
barbie in rock 'n royals,3.5,"comedy,drama,others"
barbie star light adventure,3.6,"comedy,drama,others"
barbie: a fairy secret,3.5,"comedy,drama,others"
barbie: princess charm school,3.6,"comedy,drama,others"
barbie: spy squad,3.5,"comedy,drama,others"
barbie: the princess & the popstar,3.6,"comedy,drama,others"
barbie: video game hero,3.5,"comedy,drama,others"
barely lethal,3.6,"comedy,science fiction,action"
barrio universitario,3.6,"comedy,others"
barsaat,3.5,"comedy,science fiction,action,others,music"
baseketball,3.5,"comedy,documentaries,others"
basic instinct,3.6,"thriller,others"
bathtubs over broadway,3.6,"documentaries,music"
bawarchi,3.5,"comedy,drama,others"
bazaar,3.5,"drama,others"
be here now,3.6,documentaries
be somebody,3.6,"comedy,drama,others"
beak & brain: genius birds from down under,3.5,"documentaries,others"
bean: the ultimate disaster movie,3.5,"comedy,others"
beary tales,3.5,"comedy,drama,documentaries,others"
beavis and butt-head do america,3.5,"comedy,thriller,others"
bebe's kids,3.5,comedy
because of soccer,3.5,"comedy,drama,others"
because we're heading out,3.5,"comedy,others"
becoming jane,3.5,"drama,others"
bedtime stories,3.5,"comedy,drama,others"
before the flood,3.5,documentaries
"behind ""the cove"": the quiet japanese speak out",3.5,"documentaries,others"
behind the curtain: todrick hall,3.6,"documentaries,others,music"
beiimaan love,3.4,"drama,others"
being ap,3.6,"documentaries,others"
below her mouth,3.6,"drama,others"
beneath the leaves,3.6,"thriller,others"
benji: off the leash,3.5,"comedy,drama,others"
benji's very own christmas story,3.6,"comedy,drama,others"
berlin kaplani,3.5,"comedy,documentaries,others"
"berlin, i love you",3.6,"drama,others"
best neighbors,3.6,"comedy,others"
betting on zero,3.5,documentaries
bewafaa,3.4,"drama,others"
bewildered bolbol,3.5,"comedy,drama,others"
beyond all boundaries,3.6,"documentaries,others"
beyond the clouds,3.5,"drama,others"
bhagam bhag,3.5,"comedy,drama,others"
bheemayan,3.5,"comedy,drama,others"
bhool bhulaiyaa,3.5,"drama,thriller,others"
bhoot,3.6,"thriller,others"
bhouri,3.5,"drama,others"
big bear,3.5,comedy
big daddy,3.4,comedy
big fat liar,3.5,"comedy,drama,others"
big kill,3.5,"comedy,science fiction,action"
big time,3.5,documentaries
bigger fatter liar,3.5,"comedy,drama,others"
biggie & tupac,3.5,"documentaries,music"
bill burr: let it go,3.5,comedy
billy elliot,3.5,"drama,others"
billy graham: an extraordinary journey,3.5,"documentaries,music"
bilu rakkhosh,3.5,"drama,others"
bioscope,3.6,"drama,others"
birthmarked,3.6,"comedy,others"
bitch,3.5,"comedy,drama,others"
bitcoin heist,3.5,"comedy,science fiction,action,others"
bittoo boss,3.6,"comedy,drama,others"
black & privileged: volume 1,3.5,drama
black hawk down,3.5,"comedy,drama,science fiction,action"
black man white skin,3.5,"documentaries,others"
black panther,3.5,"comedy,drama,science fiction,action"
black site delta,3.6,"comedy,science fiction,action"
black snake moan,3.5,"drama,others"
black snow,3.6,"drama,thriller,others"
blackfish,3.5,documentaries
blackway,3.6,thriller
blaze,3.5,"drama,others,music"
bleed for this,3.5,"drama,documentaries,others"
blinky bill: the movie,3.5,"comedy,drama,others"
blockbuster,3.5,"comedy,others"
blood father,3.5,"comedy,science fiction,action,others"
blow,3.6,drama
blue is the warmest color,3.5,"drama,others"
blue jasmine,3.5,"comedy,drama,others"
blue mountain state: the rise of thadland,3.5,comedy
blue ruin,3.5,"thriller,others"
blue streak,3.6,"comedy,science fiction,action"
blue valentine,3.5,"drama,others"
blurred lines: inside the art world,3.5,documentaries
bob lazar: area 51 & flying saucers,3.6,documentaries
bob's broken sleigh,3.6,"comedy,drama,others"
bobbi jene,3.6,documentaries
bobby,3.5,"drama,others"
bobby robson: more than a manager,3.6,"documentaries,others"
bobby sands: 66 days,3.6,documentaries
bokeh,3.5,"drama,science fiction,action,others"
bolt,3.5,"comedy,drama,others"
bombshell: the hedy lamarr story,3.6,documentaries
bon bini holland,3.5,"comedy,others"
bonnie and clyde,3.5,"comedy,drama,science fiction,action,others"
boom,3.5,"comedy,drama,science fiction,action,others"
born strong,3.6,"documentaries,others"
born to be free,3.5,"documentaries,others"
bottom of the world,3.5,"drama,thriller,others"
boy and the world,3.6,"comedy,drama,others"
boy bye,3.5,"comedy,drama,others"
brampton's own,3.6,"drama,documentaries,others"
bratz: the movie,3.6,"comedy,drama,others"
brave new jersey,3.6,"comedy,others"
breaking free,3.5,"documentaries,others"
breath,3.5,"drama,documentaries,others"
brick,3.6,"thriller,others"
bring it on: worldwide showdown,3.5,comedy
brooklyn's finest,3.6,"drama,thriller"
brotherhood of blades ii: the infernal battlefield,3.5,"comedy,science fiction,action,others"
bruno and boots: go jump in the pool,3.6,"comedy,drama,others"
bruno and boots: the wizzle war,3.5,"comedy,drama,others"
bruno and boots: this can't be happening at macdonald hall,3.5,"comedy,drama,others"
buffalo boys,3.6,"comedy,science fiction,action,others"
bugs,3.5,"documentaries,others"
bullitt county,3.5,"thriller,others"
burlesque,3.5,"drama,others"
burlesque: heart of the glitter tribe,3.5,documentaries
burning,3.5,"drama,others"
bushwick,3.5,"comedy,science fiction,action,others"
butterfield 8,3.6,"drama,others"
cézanne et moi,3.6,"drama,others"
cabin fever,3.6,"thriller,others"
cahaya dari timur beta maluku,3.5,"drama,documentaries,others"
caida del cielo,3.6,"comedy,drama,others"
cake,3.6,"comedy,drama,others"
calendar girls,3.5,"drama,others"
calico critters: a town of dreams,3.5,"comedy,drama,others"
calico critters: the treasure of calico village,3.6,"comedy,drama,others"
camera store,3.5,"comedy,drama"
camp cool kids,3.5,"comedy,drama,others"
camp x-ray,3.5,"drama,others"
can't hardly wait,3.5,"comedy,drama,others"
candyman,3.5,"thriller,others"
capital in the twenty-first century,3.5,documentaries
cappuccino,3.5,"comedy,drama,others"
cardboard gangsters,3.5,"drama,others"
caregiver,3.5,"drama,others"
carol,3.5,"drama,others"
carrie,3.5,"thriller,others"
carriers,3.5,"drama,science fiction,thriller,action,others"
casa de mi padre,3.5,comedy
casino royale,3.5,"comedy,science fiction,action"
casino tycoon,3.5,"comedy,drama,science fiction,action,others"
casino tycoon 2,3.6,"comedy,drama,science fiction,action,others"
cat on a hot tin roof,3.5,"drama,others"
catching the sun,3.6,documentaries
cats & dogs: the revenge of kitty galore,3.6,"comedy,drama,others"
catwalk: tales from the cat show circuit,3.5,"documentaries,others"
cave,3.5,"comedy,science fiction,thriller,action,others"
celluloid man,3.5,"documentaries,others"
center stage,3.6,drama
chaar sahibzaade,3.6,"drama,others,music"
chal dhar pakad,3.6,"comedy,drama,others"
chal mere bhai,3.5,"comedy,drama,others"
chalay thay saath,3.6,"comedy,drama,others"
chandani: the daughter of the elephant whisperer,3.6,"documentaries,others"
change in the air,3.5,drama
chaotic love poems,3.5,"drama,others"
chappaquiddick,3.5,drama
charlie and the chocolate factory,3.5,"comedy,drama,others"
charlie's angels: full throttle,3.6,"comedy,science fiction,action"
charlotte's web,3.5,"comedy,drama,others"
chashme buddoor,3.6,"comedy,others,music"
chasing amy,3.5,"comedy,drama,thriller,others"
chasing the dragon,3.6,"comedy,drama,science fiction,action,others"
chasing trane,3.5,"documentaries,music"
chauthi koot,3.5,"drama,others"
chernobyl diaries,3.5,"thriller,others"
chhota bheem aur kaala yodha,3.5,others
chhota bheem ka romani adventure,3.6,"comedy,drama,others"
chhota bheem ka troll se takkar,3.5,others
chhota bheem kungfu dhamaka,3.6,"comedy,drama,others"
chicken kokkachi,3.5,"comedy,others"
chicken little,3.5,"comedy,drama,others"
chief daddy,3.5,"comedy,drama,others"
child's play,3.6,"thriller,others"
china salesman,3.5,"comedy,science fiction,action,others"
chingo bling: they can't deport us all,3.6,comedy
chittagong,3.6,"drama,others"
chitty chitty bang bang,3.5,"comedy,drama,others"
chloe,3.5,"thriller,others"
chris brown: welcome to my life,3.5,"documentaries,music"
christian mingle,3.6,"comedy,drama,others,music"
christmas crush,3.5,"comedy,drama,others"
christmas in the smokies,3.4,"comedy,drama,others"
christmas with the kranks,3.5,"comedy,drama,others"
christopher robin,3.5,"comedy,drama,others"
chronicle of an escape,3.6,"drama,thriller,others"
chupan chupai,3.5,"comedy,others"
chupke chupke,3.6,"comedy,others"
cirque du freak: the vampire's assistant,3.4,"comedy,drama,science fiction,thriller,action,others"
city of god,3.5,"drama,others"
city of tiny lights,3.5,"drama,thriller,others"
clarence clemons: who do i think i am?,3.6,"documentaries,music"
clash of the titans,3.4,"comedy,drama,science fiction,action"
class of '61,3.5,drama
class rank,3.5,comedy
cleopatra jones,3.5,"comedy,science fiction,action,others"
click,3.5,"comedy,drama,science fiction,action"
clive davis: the soundtrack of our lives,3.5,"documentaries,music"
closed circuit,3.6,"drama,thriller"
cloud atlas,3.6,"comedy,drama,science fiction,thriller,action,others"
clouds of sils maria,3.6,"drama,others"
cloverfield,3.5,"comedy,drama,science fiction,thriller,action,others"
coach carter,3.5,"drama,documentaries,others"
code name: the cleaner,3.5,"comedy,science fiction,action"
coffee with d,3.5,"comedy,others"
colkatay columbus,3.5,"comedy,drama,others"
colonia,3.5,"drama,others"
colours of passion,3.5,"drama,others"
come and find me,3.5,"drama,thriller"
command and control,3.6,documentaries
company,3.4,"comedy,drama,science fiction,action,others"
compulsion,3.5,"drama,thriller"
concrete football,3.6,"documentaries,others"
concussion,3.5,"drama,others"
conjuring spirit,3.5,"thriller,others"
conor mcgregor: notorious,3.5,"documentaries,others"
consequences,3.5,"drama,thriller,others"
contract,3.5,"comedy,drama,science fiction,action,others"
convict,3.6,"drama,others"
cool hand luke,3.6,"drama,others"
cop and a half: new recruit,3.6,"comedy,drama,others"
cop watchers,3.5,"documentaries,others"
coraline,3.6,"comedy,drama,others"
counterfeiting in suburbia,3.6,"drama,thriller"
covered: alive in asia,3.6,"documentaries,music"
crash,3.6,"drama,others"
crd,3.5,"comedy,drama,others"
"crouching tiger, hidden dragon",3.6,"comedy,drama,science fiction,action,others"
cult of chucky,3.5,"thriller,others"
cutie and the boxer,3.5,documentaries
daagdi chaawl,3.5,"comedy,drama,science fiction,action,others"
dabbe 6: the return,3.6,"thriller,others"
dad,3.5,drama
daddy day care,3.6,"comedy,drama,others"
daddy issues,3.5,"drama,others"
daemonium,3.6,"comedy,science fiction,thriller,action,others"
daffedar,3.6,"drama,others"
dagh ujala,3.5,"drama,others"
dallas buyers club,3.6,"drama,others"
dance academy: the comeback,3.6,"drama,others"
dancing quietly,3.5,"drama,others"
danny says,3.6,"documentaries,music"
dante's peak,3.6,"comedy,science fiction,action"
dare to be wild,3.6,"drama,others"
dark chocolate (bengali version),3.5,"drama,thriller,others"
dark crimes,3.5,"drama,thriller"
dark places,3.5,"drama,thriller,others"
darna mana hai,3.5,"thriller,others"
darra,3.5,"drama,others"
daughters of the dust,3.5,"drama,others"
dayveon,3.5,"drama,others"
de film van dylan haegens,3.6,"comedy,others"
de palma,3.6,documentaries
dead in a week (or your money back),3.5,comedy
deadline: sirf 24 ghante,3.5,"thriller,others"
deadly scholars,3.5,"drama,thriller"
dean,3.5,"comedy,drama,others"
dear dad,3.4,"comedy,drama,others"
dear dracula,3.6,"comedy,drama,others"
dear santa,3.5,"comedy,drama,others"
death at a funeral,3.5,comedy
death house,3.6,"thriller,others"
deathgrip,3.6,"documentaries,others"
deewangee,3.5,"thriller,others"
defying the nazis: the sharps' war,3.5,documentaries
delirium,3.5,"thriller,others"
democrats,3.5,"documentaries,others"
den of thieves,3.4,"comedy,science fiction,action"
denis leary: no cure for cancer,3.6,comedy
desolate,3.5,"drama,thriller"
desolation,3.5,"thriller,others"
detention letter,3.5,"comedy,science fiction,action,others"
detour,3.6,thriller
deviant love,3.6,thriller
devil's bride,3.5,"drama,others"
devil's gate,3.5,"drama,science fiction,thriller,action,others"
devrai,3.6,"drama,others"
dhamaal,3.6,"comedy,science fiction,action,others"
di renjie zhi sidatianwang,3.6,"comedy,drama,science fiction,action,others"
diana: 7 days that shook the world,3.4,documentaries
diana: in her own words,3.6,"documentaries,others"
diary of a chambermaid,3.5,"drama,others"
die another day,3.5,"comedy,science fiction,action"
dil hai tumhaara,3.5,"drama,others,music"
dinner for schmucks,3.5,comedy
disciples of the 36th chamber,3.5,"comedy,science fiction,action,others"
discovering bigfoot,3.4,documentaries
dismissed,3.5,thriller
district 9,3.5,"comedy,drama,science fiction,action,others"
doctor zhivago,3.6,"drama,others"
dog eat dog,3.5,"drama,thriller"
dolphin kick,3.5,"comedy,drama,others"
dolphin tale 2,3.4,"comedy,drama,others"
domino,3.5,"thriller,others"
don quixote: the ingenious gentleman of la mancha,3.5,"comedy,others"
don verdean,3.5,comedy
don't be afraid of the dark,3.4,"thriller,others"
don't crack under pressure,3.5,"comedy,science fiction,documentaries,action,others"
don't crack under pressure ii,3.6,"comedy,science fiction,documentaries,action,others"
don't crack under pressure iii,3.5,"comedy,science fiction,documentaries,action,others"
don't knock twice,3.6,"thriller,others"
don't look down,3.6,"documentaries,others"
don't think twice,3.5,"comedy,drama,others"
donnie brasco,3.5,"drama,thriller"
doom,3.6,"comedy,drama,science fiction,thriller,action,others"
doubles cause troubles,3.6,"comedy,science fiction,action,others"
doubt,3.6,"drama,music"
down the fence,3.6,documentaries
dr. seuss' the cat in the hat,3.5,"comedy,drama,others"
dr. seuss' the grinch,3.5,"comedy,drama,others"
dragonheart,3.5,"comedy,drama,science fiction,action"
dragonheart 3: the sorcerer,3.5,"comedy,drama,science fiction,action"
dragonheart: a new beginning,3.5,"comedy,drama,science fiction,action"
dragonheart: battle for the heartfire,3.6,"comedy,drama,science fiction,action"
dragonkala ka rahasya,3.6,"comedy,drama,others"
dream big: engineering our world,3.6,documentaries
dream boat,3.6,"documentaries,others"
dries,3.6,"documentaries,others"
driven to dance,3.5,drama
dukhtar,3.5,"drama,others"
dum,3.5,"comedy,drama,science fiction,action,others"
dumb and dumberer: when harry met lloyd,3.6,comedy
e-cigarettes: miracle or menace?,3.4,documentaries
earth to echo,3.6,"comedy,drama,science fiction,action,others"
east side sushi,3.5,drama
easy a,3.6,"comedy,drama,others"
eat pray love,3.5,"drama,others"
eddie murphy: delirious,3.5,comedy
eeda,3.6,"drama,others"
eh janam tumhare lekhe,3.6,"drama,others"
ek cup chya,3.6,"drama,others"
ek hasina thi,3.5,"drama,thriller,others"
el último testigo,3.6,"comedy,science fiction,action"
el che,3.5,"documentaries,others"
el fin de eta,3.5,"documentaries,others"
el viaje: márama y rombai,3.6,"comedy,drama,documentaries,others"
elephants dream 4 hour,3.5,"drama,science fiction,action,others"
elizabeth at 90: a family tribute,3.6,documentaries
elizabeth harvest,3.6,"drama,science fiction,action"
elles étaient en guerre (1914-1918),3.6,"documentaries,others"
elles étaient en guerre 1939-1945,3.5,"documentaries,others"
elles ont toutes une histoire,3.4,"documentaries,others"
elstree 1976,3.5,documentaries
emelie,3.5,"thriller,others"
emma' (mother),3.4,"drama,others"
emo the musical,3.5,"drama,others,music"
empire of scents,3.5,"documentaries,others"
employee of the month,3.6,"comedy,drama,others"
encounter: the killing,3.5,"drama,others"
end of watch,3.5,"comedy,science fiction,action"
enemy,3.5,"thriller,others"
enlighten us,3.5,documentaries
entanglement,3.5,"drama,others"
enter the dragon,3.5,"comedy,science fiction,action,others"
